YEAR,MAGNITUDE,STATE,CITY
1980,5.1,MS,ASHLAND
1980,5.1,KY,HICKMAN
1980,5.1,IL,JONESBORO
1980,5.1,IL,MURPHYSBORO
1980,5.1,IL,DIXON
1980,5.1,PA,OAKLAND
1980,5.1,NY,LAKEWOOD
1980,5.1,NY,BEMUS POINT
1980,5.1,NY,MAYVILLE
1980,5.1,VA,SALEM
1980,5.1,NC,WINSTON SALEM
1980,5.1,VA,CHRISTIANSBURG
1980,5.1,WV,WHEELING
1980,5.1,OH,LISBON
1980,5.1,WV,NEW MARTINSVILLE
1980,5.1,OH,TALLMADGE
1980,5.1,VA,MARION
1980,5.1,NC,BOONE
1980,5.1,WV,RIPLEY
1980,5.1,WV,LUNDALE
1980,5.1,WV,JEFFREY
1980,5.1,WV,WINFIELD
1980,5.1,WV,STOLLINGS
1980,5.1,WV,GRIFFITHSVILLE
1979,4.1,ME,WEEKS MILLS
1979,4.1,ME,SOUTH CHINA
1979,4.1,ME,SHAWMUT
1979,4.1,ME,FAIRFIELD
1979,4.1,ME,NORTH VASSALBORO
1979,4.1,ME,WEST SOUTHPORT
1979,4.1,ME,GEORGETOWN
1979,4.1,ME,BINGHAM
1979,4.1,ME,ANSON
1979,4.1,ME,NORTH ANSON
1979,4.1,ME,BRUNSWICK
1979,4.1,ME,NEW SHARON
1979,4.1,ME,CLIFF ISLAND
1979,4.1,ME,DURHAM
1979,4.1,ME,WILTON
1979,4.1,ME,NORTH YARMOUTH
1979,4.1,ME,DIXFIELD
1979,4.1,ME,WEST SUMNER
1979,4.1,ME,BIDDEFORD
1979,4.1,ME,KENNEBUNKPORT
1979,4.1,ME,SEBAGO LAKE
1979,4.1,ME,HOLLIS CENTER
1979,4.1,ME,RUMFORD CENTER
1979,4.1,ME,STEEP FALLS
1979,4.1,ME,RUMFORD POINT
1979,4.1,ME,NORTH BRIDGTON
1979,4.1,ME,KITTERY
1979,4.1,NH,PORTSMOUTH
1979,4.1,ME,SPRINGVALE
1979,4.1,ME,DENMARK
1979,4.1,ME,WEST BETHEL
1979,4.1,NH,DOVER
1979,4.1,NH,SEABROOK
1979,4.1,ME,MAPLEWOOD
1979,4.1,ME,WEST NEWFIELD
1979,4.1,MA,PEABODY
1979,4.1,ME,PARSONFIELD
1979,4.1,ME,NORTH FRYEBURG
1979,4.1,NH,CONWAY
1979,4.1,NH,BERLIN
1979,4.1,NH,DEERFIELD
1979,4.1,ME,SARGENTVILLE
1979,4.1,ME,NORTH SEARSMONT
1979,4.1,ME,CAPE PORPOISE
1979,4.1,ME,WILSONS MILLS
1979,2.5,CA,ALHAMBRA
1979,3.3,CA,SANTA BARBARA
1979,5.3,AK,YAKUTAT
1979,5.3,AK,ICY BAY
1979,5.3,AK,CAPE YAKATAGA
1979,3.1,CA,LONG BEACH
1979,3.1,CA,HOLLISTER
1979,3.1,NH,PORTSMOUTH
1979,3.1,NH,RYE BEACH
1979,3.1,NH,GREENLAND
1979,3.1,NH,HAMPTON FALLS
1979,3.1,NH,EAST ROCHESTER
1979,3.1,NH,EXETER
1979,3.1,NH,ROCHESTER
1979,3.1,NH,MILTON
1979,3.1,MA,WEST NEWBURY
1979,3.1,MA,WEST BOXFORD
1979,3.1,NH,SALEM
1979,3.1,NH,EAST CANDIA
1979,3.1,NH,GILMANTON IRON WORKS
1979,3.1,NH,CANDIA
1979,3.1,NH,DERRY
1979,3.1,NH,ROLLINSFORD
1979,3.1,NH,GONIC
1979,3.1,NH,BRENTWOOD
1979,3.1,MA,HAVERHILL
1979,3.1,NH,EPPING
1979,3.1,NH,RAYMOND
1979,3.1,NH,ALTON BAY
1979,3.1,NH,HOOKSETT
1979,3.1,NH,NEWMARKET
1979,3.1,NH,KINGSTON
1979,3.1,NH,FARMINGTON
1979,3.1,MA,WARD HILL
1979,3.1,NH,EAST DERRY
1979,3.9,AK,GOLD CREEK
1979,3.9,AK,CURRY
1979,3.3,AK,FAIRBANKS
1979,4.4,CA,SOUTH SAN FRANCISCO
1979,4.4,CA,DALY CITY
1979,4.4,CA,PETALUMA
1979,4.4,CA,ALAMEDA
1979,4.4,CA,REDWOOD CITY
1979,4.4,CA,LA HONDA
1979,4.4,CA,BERKELEY
1979,4.4,CA,EMERYVILLE
1979,4.4,CA,BURLINGAME
1979,4.4,CA,MILLBRAE
1979,4.4,CA,HALF MOON BAY
1979,4.6,CA,HEBER
1979,4.6,AZ,SAN LUIS
1979,4.6,CA,RIPLEY
1979,4.6,AZ,GADSDEN
1979,4.6,CA,HOLTVILLE
1979,4.6,CA,SEELEY
1979,4.6,CA,PLASTER CITY
1979,4.6,CA,SALTON CITY
1979,4.6,CA,SAN DIEGO
1979,3.8,CA,MONTEREY BAY
1979,3.8,CA,SANTA CRUZ
1979,3.8,CA,FELTON
1979,3.8,CA,BOULDER CREEK
1979,3.8,CA,BONNY DOON
1979,3.9,CA,MAMMOTH LAKES
1979,4.1,AK,ANCHORAGE
1979,3.7,CA,MAMMOTH LAKES
1979,3.1,HI,HILO
1979,2,CT,COS COB
1979,2,NY,BEDFORD
1979,2,NY,ARMONK
1979,2,NY,PURCHASE
1979,2,NY,VALHALLA
1980,5.3,CA,NEW ALMADEN
1980,5.3,CA,ELMIRA
1980,5.3,CA,TRAVIS AIR FORCE BASE
1980,5.3,CA,CLAYTON
1980,5.3,CA,PACIFIC GROVE
1980,5.3,CA,SOQUEL
1980,5.3,CA,WINTERS
1980,5.3,CA,LOS GATOS
1980,5.3,CA,HOLY CITY
1980,6.1,CA,VERNALIS
1980,6.1,CA,NORTH HIGHLANDS
1980,6.1,CA,ELK GROVE
1980,6.1,CA,WHEATLAND
1980,6.1,CA,TRACY
1980,6.1,CA,CLARKSBURG
1980,6.1,CA,RIO OSO
1980,6.1,CA,RYDE
1980,6.1,CA,YUBA CITY
1980,6.1,CA,BYRON
1980,6.1,CA,RIO VISTA
1980,6.1,CA,GREENVILLE
1980,6.1,CA,OAKLEY
1980,6.1,CA,WOODLAND
1980,6.1,CA,SEASIDE
1980,6.1,CA,MERIDIAN
1980,6.1,CA,DIABLO
1980,6.1,CA,ESPARTO
1980,6.1,CA,SAN LORENZO
1980,6.1,CA,BELMONT
1980,6.1,CA,SAN RAFAEL
1980,6.1,CA,IGO
1980,6.1,CA,BOONVILLE
1980,6.1,CA,LEBEC
1980,6.1,CA,CARPINTERIA
1980,6.1,CA,KETTLEMAN CITY
1980,6.1,CA,HOLLISTER
1980,6.1,CA,DAVIS
1980,6.1,CA,FREEDOM
1980,5.5,CA,RIMFOREST
1980,5.5,NV,GABBS
1980,5.5,CA,ORANGE GROVE SCHOOL
1980,5.5,CA,DEEP SPRINGS
1980,5.5,CA,OLANCHA
1980,5.5,CA,LONE PINE
1980,5.5,CA,ROSAMOND
